Accession	Geographic Location	Geographic Region	Completeness	Length	Virus Pangolin Classification	Isolate Collection date
OL454537.1	Kenya	Africa	PARTIAL	29777	B.1.1	2020-10-05
OK510442.1	Kenya	Africa	COMPLETE	29782	B.1.1	2020-06-29
OK510440.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-05-20
OK510435.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-04-01
OK488158.1	Kenya	Africa	PARTIAL	29758	B.1.1	2021-05-21
OK488056.1	Kenya	Africa	PARTIAL	29768	B.1.1	2021-04-27
OK488052.1	Kenya	Africa	PARTIAL	29768	B.1.1	2021-04-27
OK488050.1	Kenya	Africa	PARTIAL	29768	B.1.1	2021-04-27
OK488049.1	Kenya	Africa	PARTIAL	29768	B.1.1	2021-04-27
OK488046.1	Kenya	Africa	PARTIAL	29768	B.1.1	2021-04-27
OK488045.1	Kenya	Africa	PARTIAL	29768	B.1.1	2021-04-27
OK488026.1	Kenya	Africa	PARTIAL	29782	B.1.1	2021-04-07
OK487857.1	Kenya	Africa	PARTIAL	29773	B.1.1	2021-05-07
OK487845.1	Kenya	Africa	PARTIAL	29763	B.1.1	2021-03-05
OK487825.1	Kenya	Africa	PARTIAL	29766	B.1.1	2021-04-27
OK487821.1	Kenya	Africa	PARTIAL	29776	B.1.1	2021-04-27
OK487820.1	Kenya	Africa	PARTIAL	29763	B.1.1	2021-04-26
OK487785.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-09-05
OK487779.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-09-01
OK487775.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-08-28
OK487764.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-08-24
OK487763.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-08-24
OK449111.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-08-03
OK449107.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-08-03
OK449106.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-08-03
OK449099.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-07-30
OK449092.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-07-23
OK449087.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-07-16
OK449085.1	Kenya	Africa	COMPLETE	29779	B.1.1	2020-06-26
OK449083.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-06-24
OK449082.1	Kenya	Africa	COMPLETE	29782	B.1.1	2020-06-24
OK449079.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-06-23
OK377347.1	Seychelles	Africa	PARTIAL	29773	B.1.1	2021-01-05
OK377345.1	Seychelles	Africa	PARTIAL	29773	B.1.1	2020-06-25
OK017366.1	Kenya	Africa	PARTIAL	29611	B.1.1	2020-05-18
OK017363.1	Kenya	Africa	PARTIAL	29611	B.1.1	2020-03-30
OK001934.1	Egypt	Africa	PARTIAL	29903	B.1.1	2021-05-25
OK001929.1	Egypt	Africa	PARTIAL	29903	B.1.1	2021-06-06
OK001871.1	Egypt	Africa	PARTIAL	29903	B.1.1	2021-05-06
MZ604340.1	Guinea	Africa	COMPLETE	29660	B.1.1	2020-06-14
MZ087805.1	Egypt	Africa	COMPLETE	29886	B.1.1	2021-04-25
MZ087804.1	Egypt	Africa	COMPLETE	29884	B.1.1	2021-04-25
MZ054891.1	Libya	Africa	PARTIAL	29720	B.1.1	2021-02-25
MW931708.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-06-21
MW931674.1	Kenya	Africa	PARTIAL	29611	B.1.1	2020-04-14
MW931671.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-04-04
MW931668.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-06-27
MW931664.1	Kenya	Africa	PARTIAL	29492	B.1.1	2020-04-10
MW829322.1	Egypt	Africa	COMPLETE	29793	B.1.1	2021-02-09
MW751397.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-06-27
MW751388.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-06-22
MW751385.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-06-19
MW751381.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-06-15
MW751380.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-06-13
MW751367.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-06-05
MW751365.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-06-04
MW751333.1	Kenya	Africa	PARTIAL	29214	B.1.1	2020-05-13
MW751322.1	Kenya	Africa	PARTIAL	29494	B.1.1	2020-05-13
MW751310.1	Kenya	Africa	PARTIAL	29494	B.1.1	2020-05-15
MW751304.1	Kenya	Africa	PARTIAL	29214	B.1.1	2020-05-14
MW751295.1	Kenya	Africa	PARTIAL	29494	B.1.1	2020-05-13
MW751290.1	Kenya	Africa	PARTIAL	29494	B.1.1	2020-05-13
MW751210.1	Kenya	Africa	PARTIAL	29494	B.1.1	2020-04-20
MW751159.1	Kenya	Africa	PARTIAL	29494	B.1.1	2020-04-15
MW751153.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-04-14
MW751145.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-04-10
MW751138.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-04-07
MW751137.1	Kenya	Africa	PARTIAL	29611	B.1.1	2020-04-06
MW751136.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-04-06
MW751135.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-04-05
MW751134.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-04-05
MW751128.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-04-01
MW751120.1	Kenya	Africa	PARTIAL	29782	B.1.1	2020-05-06
MW598435.1	Ghana	Africa	COMPLETE	29898	B.1.1	2020-11-13
MW598434.1	Ghana	Africa	COMPLETE	29903	B.1.1	2020-11-13
MW598429.1	Ghana	Africa	COMPLETE	29903	B.1.1	2020-12-24
MW598427.1	Ghana	Africa	COMPLETE	29903	B.1.1	2020-12-24
MW571196.1	Ghana	Africa	PARTIAL	29783	B.1.1	2021-01-13
MW571117.1	Ghana	Africa	COMPLETE	29783	B.1.1	2021-01-06
MW571116.1	Ghana	Africa	PARTIAL	29783	B.1.1	2021-01-06
MW571115.1	Ghana	Africa	COMPLETE	29783	B.1.1	2021-01-06
MW548232.1	Egypt	Africa	COMPLETE	29793	B.1.1	2021-01-03
MW533297.1	Egypt	Africa	COMPLETE	29793	B.1.1	2021-01-09
MW523416.1	Ghana	Africa	PARTIAL	29782	B.1.1	2020-08-20
MW523412.1	Ghana	Africa	COMPLETE	29782	B.1.1	2020-07-31
MW523410.1	Ghana	Africa	COMPLETE	29782	B.1.1	2020-07-21
MW523407.1	Ghana	Africa	COMPLETE	29755	B.1.1	2020-07-21
MW523405.1	Ghana	Africa	PARTIAL	29782	B.1.1	2020-07-22
MW523404.1	Ghana	Africa	COMPLETE	29782	B.1.1	2020-07-22
MW523403.1	Ghana	Africa	PARTIAL	29782	B.1.1	2020-07-24
MW523402.1	Ghana	Africa	COMPLETE	29782	B.1.1	2020-07-30
MW523401.1	Ghana	Africa	PARTIAL	29782	B.1.1	2020-08-31
MW523399.1	Ghana	Africa	COMPLETE	29782	B.1.1	2020-08-24
MW523398.1	Ghana	Africa	PARTIAL	29782	B.1.1	2020-07-22
MW523395.1	Ghana	Africa	PARTIAL	29782	B.1.1	2020-07-29
MW523393.1	Ghana	Africa	PARTIAL	29782	B.1.1	2020-07-20
MW523390.1	Ghana	Africa	COMPLETE	29782	B.1.1	2020-07-20
MW523389.1	Ghana	Africa	COMPLETE	29782	B.1.1	2020-07-20
MW504619.1	Egypt	Africa	COMPLETE	29793	B.1.1	2020-12-25
MW504615.1	Egypt	Africa	COMPLETE	29793	B.1.1	2020-12-25
MW467503.1	Egypt	Africa	COMPLETE	29903	B.1.1	2020-06-30
MW467501.1	Egypt	Africa	COMPLETE	29903	B.1.1	2020-07-04
MW467495.1	Egypt	Africa	COMPLETE	29903	B.1.1	2020-06-30
MW467493.1	Egypt	Africa	COMPLETE	29903	B.1.1	2020-06-21
MW467477.1	Egypt	Africa	COMPLETE	29903	B.1.1	2020-06-30
MW467472.1	Egypt	Africa	COMPLETE	29903	B.1.1	2020-07-08
MW467465.1	Egypt	Africa	COMPLETE	29903	B.1.1	2020-08-02
MW467453.1	Egypt	Africa	COMPLETE	29903	B.1.1	2020-06-20
MW467450.1	Egypt	Africa	COMPLETE	29903	B.1.1	2020-07-23
MW467449.1	Egypt	Africa	COMPLETE	29903	B.1.1	2020-08-02
MW467438.1	Egypt	Africa	COMPLETE	29903	B.1.1	2020-07-05
MW467435.1	Egypt	Africa	COMPLETE	29903	B.1.1	2020-05-25
MW467428.1	Egypt	Africa	COMPLETE	29903	B.1.1	2020-04-29
MW454126.1	Tunisia	Africa	COMPLETE	29858	B.1.1	2021-01-06
MW451621.1	Egypt	Africa	PARTIAL	29865	B.1.1	2020-04-07
MW428253.1	Tunisia	Africa	COMPLETE	29899	B.1.1	2020-04-01
MW302341.1	Tunisia	Africa	COMPLETE	29897	B.1.1	2020-03-16
MW279303.1	Tunisia	Africa	COMPLETE	29892	B.1.1	2020-10-31
MW186829.1	Egypt	Africa	PARTIAL	29807	B.1.1	2020-04-02
MW079825.1	Egypt	Africa	COMPLETE	29808	B.1.1	2020-07-19
MW010256.1	Egypt	Africa	PARTIAL	29814	B.1.1	2020-04-14
MT955172.1	Tunisia	Africa	COMPLETE	29870	B.1.1	2020-07-07
MT955168.1	Tunisia	Africa	COMPLETE	29832	B.1.1	2020-05-27
MT890248.1	Ghana	Africa	PARTIAL	29823	B.1.1	2020-03-28
MT890246.1	Ghana	Africa	PARTIAL	29823	B.1.1	2020-03-27
MT890233.1	Ghana	Africa	PARTIAL	29823	B.1.1	2020-05-25
MT890232.1	Ghana	Africa	PARTIAL	29823	B.1.1	2020-05-23
MT890221.1	Ghana	Africa	PARTIAL	29835	B.1.1	2020-03-24
MT890212.1	Ghana	Africa	PARTIAL	29825	B.1.1	2020-05-20
MT890211.1	Ghana	Africa	COMPLETE	29825	B.1.1	2020-05-22
MT890209.1	Ghana	Africa	PARTIAL	29841	B.1.1	2020-03-30
MT890208.1	Ghana	Africa	PARTIAL	29823	B.1.1	2020-05-24
MT872502.1	Sierra Leone	Africa	COMPLETE	29899	B.1.1	2020-03-31
MT872494.1	Sierra Leone	Africa	COMPLETE	29884	B.1.1	2020-04-03
MT790522.1	Zambia	Africa	COMPLETE	29781	B.1.1	2020-03-16
MT658502.1	Egypt	Africa	COMPLETE	29768	B.1.1	2020-06-02
MT658500.1	Egypt	Africa	COMPLETE	29799	B.1.1	2020-06-02
MT658264.1	Egypt	Africa	COMPLETE	29796	B.1.1	2020-06-02
MT648830.1	Egypt	Africa	COMPLETE	29799	B.1.1	2020-06-02
MT614599.1	Egypt	Africa	COMPLETE	29890	B.1.1	2020-06-02
MT611539.1	Egypt	Africa	COMPLETE	29898	B.1.1	2020-06-02
MT611537.1	Egypt	Africa	COMPLETE	29839	B.1.1	2020-06-02
MT611536.1	Egypt	Africa	COMPLETE	29835	B.1.1	2020-06-02
MT611527.1	Egypt	Africa	COMPLETE	29843	B.1.1	2020-06-02
MT611451.1	Egypt	Africa	COMPLETE	29810	B.1.1	2020-06-02
MT611444.1	Egypt	Africa	COMPLETE	29835	B.1.1	2020-06-02
MT610913.1	Egypt	Africa	COMPLETE	29818	B.1.1	2020-06-02
MT609918.1	Egypt	Africa	COMPLETE	29834	B.1.1	2020-06-02
MT568645.1	Morocco: Casablanca	Africa	COMPLETE	29838	B.1.1	2020-05-15
LR963448.1	Zimbabwe	Africa	PARTIAL	29902	B.1.1	2020-06-01
LR963445.1	Zimbabwe	Africa	PARTIAL	29895	B.1.1	2020-06-01
LR963436.1	Zimbabwe	Africa	PARTIAL	29902	B.1.1	2020-06-01
LR963435.1	Zimbabwe	Africa	PARTIAL	29903	B.1.1	2020-04-01
LR963432.1	Zimbabwe	Africa	PARTIAL	29899	B.1.1	2020-04-01
LR963430.1	Zimbabwe	Africa	PARTIAL	29843	B.1.1	2020-06-01
LR963414.1	Zimbabwe	Africa	PARTIAL	29842	B.1.1	2020-06-01
LR963401.1	Zimbabwe	Africa	PARTIAL	29850	B.1.1	2020-06-01
LR963378.1	Zimbabwe	Africa	PARTIAL	29903	B.1.1	2020-06-01
LR963373.1	Zimbabwe	Africa	PARTIAL	29899	B.1.1	2020-06-01
LR963372.1	Zimbabwe	Africa	PARTIAL	29873	B.1.1	2020-06-01
LR963370.1	Zimbabwe	Africa	PARTIAL	29891	B.1.1	2020-06-01
PP522408.1	South Africa	Africa	PARTIAL	29777	B.1.1.1	2020-05-22
PP522369.1	South Africa	Africa	COMPLETE	29821	B.1.1.1	2020-05-31
PP522221.1	South Africa	Africa	PARTIAL	29777	B.1.1.1	2020-05-01
PP522112.1	South Africa	Africa	COMPLETE	29814	B.1.1.1	2020-05-14
PP522104.1	South Africa	Africa	PARTIAL	29777	B.1.1.1	2020-05-19
PP521945.1	South Africa	Africa	COMPLETE	29776	B.1.1.1	2020-05-18
PP521939.1	South Africa	Africa	PARTIAL	29776	B.1.1.1	2020-05-17
PP521165.1	South Africa	Africa	PARTIAL	29805	B.1.1.1	2020-03-21
PP521164.1	South Africa	Africa	PARTIAL	29815	B.1.1.1	2020-03-21
PP519584.1	South Africa	Africa	PARTIAL	29859	B.1.1.1	2020-05-04
PP519512.1	South Africa	Africa	COMPLETE	29819	B.1.1.1	2020-03-22
PP519379.1	South Africa	Africa	PARTIAL	29812	B.1.1.1	2020-03-22
PP519375.1	South Africa	Africa	PARTIAL	29812	B.1.1.1	2020-03-25
OQ521579.1	Cameroon	Africa	COMPLETE	29861	B.1.1.1	2021-01-19
OQ521577.1	Cameroon	Africa	COMPLETE	29861	B.1.1.1	2021-01-13
OQ521573.1	Cameroon	Africa	COMPLETE	29861	B.1.1.1	2021-01-19
OQ521565.1	Cameroon	Africa	COMPLETE	29887	B.1.1.1	2021-02-03
OQ521560.1	Cameroon	Africa	COMPLETE	29903	B.1.1.1	2021-01-22
OQ521559.1	Cameroon	Africa	COMPLETE	29823	B.1.1.1	2020-06-16
OQ521551.1	Cameroon	Africa	COMPLETE	29869	B.1.1.1	2021-02-05
OQ521546.1	Cameroon	Africa	COMPLETE	29903	B.1.1.1	2021-01-22
OQ521545.1	Cameroon	Africa	PARTIAL	29541	B.1.1.1	2021-01-19
OQ521542.1	Cameroon	Africa	COMPLETE	29861	B.1.1.1	2021-01-21
OQ521524.1	Cameroon	Africa	PARTIAL	29854	B.1.1.1	2021
OQ521522.1	Cameroon	Africa	PARTIAL	29833	B.1.1.1	2021-01-25
OQ521521.1	Cameroon	Africa	COMPLETE	29836	B.1.1.1	2021
OQ521355.1	Cameroon	Africa	COMPLETE	29861	B.1.1.1	2021-01-13
OQ521348.1	Cameroon	Africa	PARTIAL	29743	B.1.1.1	2020-11-16
OQ521289.1	Cameroon	Africa	COMPLETE	29802	B.1.1.1	2020-05-23
OQ521201.1	Cameroon	Africa	COMPLETE	29858	B.1.1.1	2021-01-19
OQ521200.1	Cameroon	Africa	COMPLETE	29860	B.1.1.1	2020-12-07
OQ521197.1	Cameroon	Africa	COMPLETE	29866	B.1.1.1	2021-01-19
OQ521196.1	Cameroon	Africa	COMPLETE	29887	B.1.1.1	2021-02-03
OQ521195.1	Cameroon	Africa	COMPLETE	29903	B.1.1.1	2021-01-22
OQ521187.1	Cameroon	Africa	PARTIAL	29328	B.1.1.1	2021-01-06
OQ521184.1	Cameroon	Africa	COMPLETE	29869	B.1.1.1	2021-02-05
OQ521183.1	Cameroon	Africa	COMPLETE	29903	B.1.1.1	2021-01-22
OQ521180.1	Cameroon	Africa	COMPLETE	29861	B.1.1.1	2021-01-21
OQ521178.1	Cameroon	Africa	COMPLETE	29858	B.1.1.1	2021-01-19
OQ521177.1	Cameroon	Africa	COMPLETE	29860	B.1.1.1	2020-12-07
OQ521176.1	Cameroon	Africa	COMPLETE	29859	B.1.1.1	2020-12-21
OQ521171.1	Cameroon	Africa	PARTIAL	29809	B.1.1.1	2020-12-30
OQ521170.1	Cameroon	Africa	PARTIAL	29764	B.1.1.1	2020-12-30
OQ521164.1	Cameroon	Africa	PARTIAL	29636	B.1.1.1	2020-05-06
OQ521155.1	Cameroon	Africa	COMPLETE	29897	B.1.1.1	2020-06-12
OQ521150.1	Cameroon	Africa	PARTIAL	29716	B.1.1.1	2020-10-29
OQ521149.1	Cameroon	Africa	PARTIAL	29716	B.1.1.1	2021-01-04
OQ521003.1	Cameroon	Africa	COMPLETE	29866	B.1.1.1	2021-01-19
OQ520995.1	Cameroon	Africa	COMPLETE	29868	B.1.1.1	2020-12-29
OQ520992.1	Cameroon	Africa	COMPLETE	29772	B.1.1.1	2020-12-30
OQ520987.1	Cameroon	Africa	PARTIAL	29816	B.1.1.1	2021-01-01
OQ520932.1	Cameroon	Africa	COMPLETE	29867	B.1.1.1	2020-12-29
OQ520922.1	Cameroon	Africa	PARTIAL	29815	B.1.1.1	2020-12-29
OQ520921.1	Cameroon	Africa	PARTIAL	29826	B.1.1.1	2020-12-29
OQ520920.1	Cameroon	Africa	PARTIAL	29850	B.1.1.1	2020-12-29
OQ520919.1	Cameroon	Africa	PARTIAL	29815	B.1.1.1	2020-12-29
OQ520918.1	Cameroon	Africa	COMPLETE	29868	B.1.1.1	2020-12-29
OQ520917.1	Cameroon	Africa	PARTIAL	29825	B.1.1.1	2020-12-29
OQ520916.1	Cameroon	Africa	PARTIAL	29860	B.1.1.1	2020-12-28
OQ520915.1	Cameroon	Africa	PARTIAL	29821	B.1.1.1	2020-12-28
OQ520914.1	Cameroon	Africa	COMPLETE	29821	B.1.1.1	2021-01-21
OQ520913.1	Cameroon	Africa	PARTIAL	29815	B.1.1.1	2021-01-11
OQ520911.1	Cameroon	Africa	PARTIAL	29812	B.1.1.1	2021-01-05
OQ520910.1	Cameroon	Africa	PARTIAL	29817	B.1.1.1	2021-01-04
OQ520909.1	Cameroon	Africa	PARTIAL	29820	B.1.1.1	2021-01-01
OQ520906.1	Cameroon	Africa	PARTIAL	29707	B.1.1.1	2021-01-14
OQ520895.1	Cameroon	Africa	PARTIAL	29815	B.1.1.1	2021-01-26
OQ520890.1	Cameroon	Africa	PARTIAL	29819	B.1.1.1	2021-01-13
OQ520885.1	Cameroon	Africa	COMPLETE	29859	B.1.1.1	2020-12-21
OQ050453.1	Nigeria	Africa	COMPLETE	29890	B.1.1.1	2020-07-12
OQ050379.1	Nigeria	Africa	COMPLETE	29848	B.1.1.1	2020-06-09
OM811370.1	Uganda	Africa	COMPLETE	29878	B.1.1.1	2020-09-02
OM766142.1	South Africa	Africa	PARTIAL	29805	B.1.1.1	2020-03-21
OM766141.1	South Africa	Africa	PARTIAL	29815	B.1.1.1	2020-03-21
OM739094.1	South Africa	Africa	PARTIAL	29859	B.1.1.1	2020-05-04
OM725348.1	South Africa	Africa	PARTIAL	29812	B.1.1.1	2020-03-25
OM725339.1	South Africa	Africa	COMPLETE	29819	B.1.1.1	2020-03-22
OM725338.1	South Africa	Africa	PARTIAL	29812	B.1.1.1	2020-03-22
OL915133.1	Kenya	Africa	PARTIAL	29782	B.1.1.1	2020-10-14
OL913330.1	Kenya	Africa	PARTIAL	29782	B.1.1.1	2020-03-29
OL691416.1	Kenya	Africa	PARTIAL	29777	B.1.1.1	2020-11-09
OL691385.1	Kenya	Africa	PARTIAL	29777	B.1.1.1	2020-11-04
OL548960.1	Kenya	Africa	PARTIAL	29611	B.1.1.1	2021-01-11
OL548954.1	Kenya	Africa	PARTIAL	29782	B.1.1.1	2021-01-09
OK449130.1	Kenya	Africa	PARTIAL	29782	B.1.1.1	2020-11-09
OK449093.1	Kenya	Africa	PARTIAL	29782	B.1.1.1	2020-07-23
OK449091.1	Kenya	Africa	PARTIAL	29782	B.1.1.1	2020-07-23
OK449068.1	Kenya	Africa	PARTIAL	29782	B.1.1.1	2020-05-11
OK018272.1	Djibouti	Africa	PARTIAL	29782	B.1.1.1	2020-07-25
OK001949.1	Egypt	Africa	COMPLETE	29903	B.1.1.1	2021-05-18
OK001930.1	Egypt	Africa	COMPLETE	29903	B.1.1.1	2021-06-03
OK001897.1	Egypt	Africa	COMPLETE	29903	B.1.1.1	2021-04-29
MW751363.1	Kenya	Africa	PARTIAL	29755	B.1.1.1	2020-06-04
MW751327.1	Kenya	Africa	PARTIAL	29494	B.1.1.1	2020-05-13
MW751299.1	Kenya	Africa	PARTIAL	29494	B.1.1.1	2020-05-13
MW497104.1	Egypt	Africa	COMPLETE	29793	B.1.1.1	2020-12-25
MW467504.1	Egypt	Africa	COMPLETE	29903	B.1.1.1	2020-07-28
MW467498.1	Egypt	Africa	COMPLETE	29903	B.1.1.1	2020-06-30
MW467444.1	Egypt	Africa	COMPLETE	29903	B.1.1.1	2020-07-16
MW467421.1	Egypt	Africa	COMPLETE	29903	B.1.1.1	2020-05-24
MW452537.1	Tunisia	Africa	COMPLETE	29873	B.1.1.1	2020-10-19
MW452533.1	Tunisia	Africa	PARTIAL	29873	B.1.1.1	2020-10-16
MW452531.1	Tunisia	Africa	COMPLETE	29873	B.1.1.1	2020-10-14
PP519389.1	South Africa	Africa	PARTIAL	29821	B.1.1.10	2020-03-19
OQ050863.1	Nigeria	Africa	PARTIAL	29837	B.1.1.10	2021-01-08
OQ050736.1	Nigeria	Africa	PARTIAL	29809	B.1.1.10	2020-05-21
OQ050728.1	Nigeria	Africa	PARTIAL	29760	B.1.1.10	2021-01-02
OQ050722.1	Nigeria	Africa	PARTIAL	29803	B.1.1.10	2020-12-24
OQ050596.1	Nigeria	Africa	COMPLETE	29799	B.1.1.10	2020-12-11
OQ050564.1	Nigeria	Africa	COMPLETE	29897	B.1.1.10	2020-05-26
OQ050561.1	Nigeria	Africa	PARTIAL	29499	B.1.1.10	2020-05-11
OQ050559.1	Nigeria	Africa	COMPLETE	29823	B.1.1.10	2020-05-10
OQ050558.1	Nigeria	Africa	COMPLETE	29885	B.1.1.10	2020-05-24
OQ050557.1	Nigeria	Africa	PARTIAL	29670	B.1.1.10	2020-05-10
OQ050527.1	Nigeria	Africa	PARTIAL	29729	B.1.1.10	2020-07-07
OQ050492.1	Nigeria	Africa	COMPLETE	29825	B.1.1.10	2020-07-17
OQ050491.1	Nigeria	Africa	PARTIAL	29817	B.1.1.10	2020-07-17
OQ050489.1	Nigeria	Africa	PARTIAL	29809	B.1.1.10	2020-07-04
OQ050455.1	Nigeria	Africa	COMPLETE	29877	B.1.1.10	2020-07-25
OQ050451.1	Nigeria	Africa	COMPLETE	29891	B.1.1.10	2020-06-29
OQ050450.1	Nigeria	Africa	COMPLETE	29893	B.1.1.10	2020-06-29
OP581725.1	Gambia	Africa	PARTIAL	29767	B.1.1.10	2021-02-03
OM725336.1	South Africa	Africa	PARTIAL	29821	B.1.1.10	2020-03-19
OL601671.1	Nigeria: Oyo	Africa	PARTIAL	29781	B.1.1.10	2021-01-26
OL913336.1	Kenya	Africa	PARTIAL	29779	B.1.1.111	2021-01-05
LR963462.1	Zimbabwe	Africa	PARTIAL	29892	B.1.1.111	2020-05-01
LR963460.1	Zimbabwe	Africa	PARTIAL	29865	B.1.1.111	2020-05-01
LR963459.1	Zimbabwe	Africa	PARTIAL	29902	B.1.1.111	2020-05-01
LR963458.1	Zimbabwe	Africa	PARTIAL	29886	B.1.1.111	2020-05-01
LR963456.1	Zimbabwe	Africa	PARTIAL	29866	B.1.1.111	2020-05-01
LR963455.1	Zimbabwe	Africa	PARTIAL	29903	B.1.1.111	2020-05-01
LR963454.1	Zimbabwe	Africa	PARTIAL	29903	B.1.1.111	2020-05-01
LR963453.1	Zimbabwe	Africa	PARTIAL	29886	B.1.1.111	2020-05-01
LR963452.1	Zimbabwe	Africa	PARTIAL	29903	B.1.1.111	2020-05-01
LR963450.1	Zimbabwe	Africa	PARTIAL	29895	B.1.1.111	2020-05-01
LR963444.1	Zimbabwe	Africa	PARTIAL	29886	B.1.1.111	2020-05-01
LR963442.1	Zimbabwe	Africa	PARTIAL	29866	B.1.1.111	2020-05-01
LR963424.1	Zimbabwe	Africa	PARTIAL	29873	B.1.1.111	2020-05-01
LR963422.1	Zimbabwe	Africa	PARTIAL	29866	B.1.1.111	2020-05-01
LR963418.1	Zimbabwe	Africa	PARTIAL	29900	B.1.1.111	2020-05-01
LR963415.1	Zimbabwe	Africa	PARTIAL	29873	B.1.1.111	2020-05-01
LR963412.1	Zimbabwe	Africa	PARTIAL	29902	B.1.1.111	2020-05-01
LR963410.1	Zimbabwe	Africa	PARTIAL	29898	B.1.1.111	2020-05-01
LR963409.1	Zimbabwe	Africa	PARTIAL	29899	B.1.1.111	2020-05-01
LR963403.1	Zimbabwe	Africa	PARTIAL	29865	B.1.1.111	2020-05-01
LR963399.1	Zimbabwe	Africa	PARTIAL	29901	B.1.1.111	2020-05-01
LR963392.1	Zimbabwe	Africa	PARTIAL	29903	B.1.1.111	2020-05-01
LR963389.1	Zimbabwe	Africa	PARTIAL	29901	B.1.1.111	2020-05-01
LR963387.1	Zimbabwe	Africa	PARTIAL	29902	B.1.1.111	2020-05-01
LR963386.1	Zimbabwe	Africa	PARTIAL	29900	B.1.1.111	2020-05-01
LR963382.1	Zimbabwe	Africa	PARTIAL	29903	B.1.1.111	2020-05-01
LR963381.1	Zimbabwe	Africa	PARTIAL	29903	B.1.1.111	2020-05-01
LR963376.1	Zimbabwe	Africa	PARTIAL	29899	B.1.1.111	2020-05-01
LR963374.1	Zimbabwe	Africa	PARTIAL	29901	B.1.1.111	2020-05-01
PP519590.1	South Africa	Africa	COMPLETE	29817	B.1.1.117	2020-08-26
PP519575.1	South Africa	Africa	PARTIAL	29821	B.1.1.117	2020-08-14
PP519169.1	South Africa	Africa	COMPLETE	29819	B.1.1.117	2020-08-06
PP519142.1	South Africa	Africa	COMPLETE	29851	B.1.1.117	2020-08-11
OM739081.1	South Africa	Africa	COMPLETE	29819	B.1.1.117	2020-08-06
OM739040.1	South Africa	Africa	COMPLETE	29817	B.1.1.117	2020-08-26
OM725626.1	South Africa	Africa	PARTIAL	29821	B.1.1.117	2020-08-14
OM725612.1	South Africa	Africa	COMPLETE	29851	B.1.1.117	2020-08-11
MW523408.1	Ghana	Africa	COMPLETE	29782	B.1.1.174	2020-07-21
PP522180.1	South Africa	Africa	COMPLETE	29814	B.1.1.189	2020-05-08
MW366750.1	Tunisia	Africa	COMPLETE	29903	B.1.1.189	2020-04-11
MW365357.1	Tunisia	Africa	COMPLETE	29903	B.1.1.189	2020-11-23
PP518912.1	South Africa	Africa	COMPLETE	29824	B.1.1.196	2020-10-31
OM725469.1	South Africa	Africa	COMPLETE	29824	B.1.1.196	2020-10-31
MW452534.1	Tunisia	Africa	COMPLETE	29892	B.1.1.198	2020-10-16
MW452530.1	Tunisia	Africa	PARTIAL	29875	B.1.1.198	2020-09-20
MZ519389.1	Djibouti	Africa	COMPLETE	29777	B.1.1.25	2020-11-23
OQ050473.1	Nigeria	Africa	COMPLETE	29871	B.1.1.254	2020-08-04
OK449084.1	Kenya	Africa	PARTIAL	29782	B.1.1.27	2020-06-24
OR936772.1	South Africa	Africa	PARTIAL	29770	B.1.1.273	2021-04-13
OR936771.1	South Africa	Africa	PARTIAL	29770	B.1.1.273	2021-01-14
OR936770.1	South Africa	Africa	PARTIAL	29770	B.1.1.273	2020-12-10
OR936751.1	South Africa	Africa	PARTIAL	29779	B.1.1.273	2020-11-03
OR936723.1	South Africa	Africa	PARTIAL	29776	B.1.1.273	2020-10-20
OR936722.1	South Africa	Africa	PARTIAL	29782	B.1.1.273	2020-10-06
